doi,Materials_1,Polymer_1,conjugation_1,Isomer_1,CentroSymmetry_1,mu_e_1,mu_h_1,E_LUMO (eV)_1,E_HOMO (eV)_1,MonomerA_1,MonomerB_1,Materials_2,Polymer_2,conjugation_2,Isomer_2,CentroSymmetry_2,mu_e_2,mu_h_2,E_LUMO (eV)_2,E_HOMO (eV)_2,MonomerA_2,MonomerB_2
10.1021/acsami.9b00083,PNT4Se-OD,*c1ccc(-c2ccc(-c3[se]c(-c4cc5c(cc(-c6cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)[se]6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCC)CCCCCCCCCC)[se]2)[se]1,1,0.0,1,0.0,0.11,-3.79,-5.18,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1[se]c(-c2cc3c(cc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)[se]4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCC)CCCCCCCCCC,PNT4Se-DT,*c1ccc(-c2ccc(-c3[se]c(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)[se]2)[se]1,1,0.0,1,0.0,0.03,-3.83,-5.24,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1[se]c(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC
10.1021/acsami.9b00083,PNT2Th2Se-DT,*c1ccc(-c2ccc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)[se]2)[se]1,1,0.0,1,0.0,0.21,-3.83,-5.39,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1sc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,PNT2Se2Th-DT,*c1ccc(-c2ccc(-c3[se]c(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.03,-3.84,-5.33,*c1ccc(-c2ccc(*)s2)s1,*c1[se]c(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC
10.1021/acsami.9b00083,PNT2Th2Se-DT,*c1ccc(-c2ccc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)[se]2)[se]1,1,0.0,1,0.0,0.21,-3.83,-5.39,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1sc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,PNT4Se-DT,*c1ccc(-c2ccc(-c3[se]c(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)[se]2)[se]1,1,0.0,1,0.0,0.03,-3.83,-5.24,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1[se]c(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC
10.1021/acsami.9b00083,PNT2Se2Th-DT,*c1ccc(-c2ccc(-c3[se]c(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.03,-3.84,-5.33,*c1ccc(-c2ccc(*)s2)s1,*c1[se]c(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,PNT4Se-DT,*c1ccc(-c2ccc(-c3[se]c(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)[se]2)[se]1,1,0.0,1,0.0,0.03,-3.83,-5.24,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1[se]c(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)[se]4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC
10.1021/acsami.9b05361,PTzBIT,*c1ccc(-c2nc3c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c4c(sc5c4sc4c6sc(*)nc6c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c45)c3s2)s1,1,0.0,0,0.0011,0.0,-3.51,-6.26,*c1ccc(*)s1,*c1nc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(sc4c3sc3c5sc(*)nc5c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c34)c2s1,PTzBITT,*c1cc2sc(-c3nc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c5c(sc6c5sc5c7sc(*)nc7c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c56)c4s3)cc2s1,1,0.0,1,0.038,0.0,-3.55,-6.14,*c1cc2sc(*)cc2s1,*c1nc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(sc4c3sc3c5sc(*)nc5c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c34)c2s1
10.1021/acsami.9b07863,PIID-CNTVT-C1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,0.63,1.22,-3.56,-5.54,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(*)ccc21,PIID-CNTVT-C3,*c1ccc2c(c1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2cc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,0.36,0.67,-3.58,-5.62,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(c1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2cc(*)ccc21
10.1021/acsami.9b07863,PIID-CNTVT-C1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,0.63,1.22,-3.56,-5.54,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(*)ccc21,PAIID-CNTVT-C1,*c1ccc2c(n1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2nc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,3.01,0.3,-3.66,-5.75,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(n1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2nc(*)ccc21
10.1021/acsami.9b07863,PIID-CNTVT-C1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,0.63,1.22,-3.56,-5.54,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(*)ccc21,PAIID-CNTVT-C3,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,1.01,0.4,-3.72,-5.77,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(*)ccc21
10.1021/acsami.9b07863,PIID-CNTVT-C3,*c1ccc2c(c1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2cc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,0.36,0.67,-3.58,-5.62,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(c1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2cc(*)ccc21,PAIID-CNTVT-C1,*c1ccc2c(n1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2nc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,3.01,0.3,-3.66,-5.75,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(n1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2nc(*)ccc21
10.1021/acsami.9b07863,PIID-CNTVT-C3,*c1ccc2c(c1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2cc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,0.36,0.67,-3.58,-5.62,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(c1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2cc(*)ccc21,PAIID-CNTVT-C3,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,1.01,0.4,-3.72,-5.77,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(*)ccc21
10.1021/acsami.9b07863,PAIID-CNTVT-C1,*c1ccc2c(n1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2nc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,3.01,0.3,-3.66,-5.75,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(n1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2nc(*)ccc21,PAIID-CNTVT-C3,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,1,0.0,1,1.01,0.4,-3.72,-5.77,*c1ccc(/C=C(\C#N)c2ccc(*)s2)s1,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(*)ccc21
10.1021/acsami.9b09607,PNDI-VTV,*/C=C/c1ccc(/C=C/c2cc3c4c(c(*)cc5c4c2C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)s1,1,0.0,0,0.043,0.0,-4.06,-5.47,*/C=C/c1ccc(/C=C/*)s1,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,PNDI-VSV,*/C=C/c1ccc(/C=C/c2cc3c4c(c(*)cc5c4c2C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)[se]1,1,0.0,0,0.7,0.0,-4.06,-5.46,*/C=C/c1ccc(/C=C/*)[se]1,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
10.1021/acsami.9b09692,DOTFP-PhI,*c1cc(OCCCCCCCCCCCC)c(-c2cc(F)c(-c3sc(-c4ccc(*)c5c4C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O)cc3OCCCCCCCCCCCC)cc2F)s1,1,0.0,0,0.0,1.2,-3.44,-5.44,*c1cc(OCCCCCCCCCCCC)c(-c2cc(F)c(-c3sc(*)cc3OCCCCCCCCCCCC)cc2F)s1,*c1ccc(*)c2c1C(=O)N(CC(CCCCCC)CCCCCCCC)C2=O,DOTFP-TPD,*c1cc(OCCCCCCCCCCCC)c(-c2cc(F)c(-c3sc(-c4sc(*)c5c4C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O)cc3OCCCCCCCCCCCC)cc2F)s1,1,0.0,0,0.0,0.11,-3.68,-5.51,*c1cc(OCCCCCCCCCCCC)c(-c2cc(F)c(-c3sc(*)cc3OCCCCCCCCCCCC)cc2F)s1,*c1sc(*)c2c1C(=O)N(CC(CCCCCC)CCCCCCCC)C2=O
10.1021/acsami.9b11608,PAIID-FBT,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3cc(F)c(-c4sc(*)cc4F)s3)ccc21,1,0.0,1,1.84,0.26,-3.64,-5.76,*c1cc(F)c(-c2sc(*)cc2F)s1,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(*)ccc21,PAIID-FDTE,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3cc(F)c(/C=C/c4sc(*)cc4F)s3)ccc21,1,0.0,1,3.27,2.94,-3.64,-5.7,*c1cc(F)c(/C=C/c2sc(*)cc2F)s1,*c1ccc2c(n1)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(*)ccc21
10.1021/acsami.9b13138,TFBDI-DSe,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(-c2ccc(-c3ccc(*)[se]3)[se]2)sc14,1,0.0,1,0.11,0.0,-3.25,-5.78,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(*)sc14,TFBDI-T,*c1ccc(-c2cc3c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c4c(F)c5c(c(F)c4c3s2)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c2cc(*)sc25)s1,1,0.0,0,0.12,0.0,-3.29,-6.01,*c1ccc(*)s1,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(*)sc14
10.1021/acsami.9b13138,TFBDI-DSe,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(-c2ccc(-c3ccc(*)[se]3)[se]2)sc14,1,0.0,1,0.11,0.0,-3.25,-5.78,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(*)sc14,TFBDI-Se,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(-c2ccc(*)[se]2)sc14,1,0.0,0,0.3,0.0,-3.39,-5.99,*c1ccc(*)[se]1,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(*)sc14
10.1021/acsami.9b13138,TFBDI-T,*c1ccc(-c2cc3c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c4c(F)c5c(c(F)c4c3s2)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c2cc(*)sc25)s1,1,0.0,0,0.12,0.0,-3.29,-6.01,*c1ccc(*)s1,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(*)sc14,TFBDI-Se,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(-c2ccc(*)[se]2)sc14,1,0.0,0,0.3,0.0,-3.39,-5.99,*c1ccc(*)[se]1,*c1cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1cc(*)sc14
10.1021/acsapm.3c01532,ri-PTPyI2T,*c1ccc(-c2ccc(-c3cc4c(s3)/C(=C3\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)c5cc(*)sc53)C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)s2)s1,1,0.0,0,0.0,0.14,-3.69,-5.12,*c1ccc(-c2ccc(*)s2)s1,*c1cc2c(s1)/C(=C1\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(*)sc31)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,rr-PTPyI2T,*c1ccc(-c2ccc(-c3cc4c(s3)/C(=C3\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c5cc(-c6ccc(-c7ccc(-c8cc9c(s8)/C(=C8\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)c%10cc(*)sc%108)C(=O)N9CC(CCCCCCCC)CCCCCCCCCC)s7)s6)sc53)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,1,0.0,1,0.0,0.32,-3.73,-5.14,*c1ccc(-c2ccc(*)s2)s1,*c1cc2c(s1)/C(=C1\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5ccc(-c6cc7c(s6)/C(=C6\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)c8cc(*)sc86)C(=O)N7CC(CCCCCCCC)CCCCCCCCCC)s5)s4)sc31)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O
10.1021/acsapm.5c04162,PNTz4T,*c1ccc(-c2ccc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.34,-3.28,-5.18,*c1ccc(-c2ccc(*)s2)s1,*c1sc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,PCNT4T,*c1ccc(-c2ccc(-c3sc(-c4c(C#N)c5c6nsnc6c(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s6)c(C#N)c5c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,0.37,0.18,-3.66,-5.48,*c1sc(-c2c(C#N)c3c4nsnc4c(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s4)c(C#N)c3c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1
10.1021/acsapm.5c04162,PNTz4T,*c1ccc(-c2ccc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.34,-3.28,-5.18,*c1ccc(-c2ccc(*)s2)s1,*c1sc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,PNNT4T,*c1ccc(-c2ccc(-c3sc(-c4c([N+](=O)[O-])c5c6nsnc6c(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s6)c([N+](=O)[O-])c5c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,0.17,0.04,-3.78,-5.4,*c1sc(-c2c([N+](=O)[O-])c3c4nsnc4c(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s4)c([N+](=O)[O-])c3c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1
10.1021/acsapm.5c04162,PCNT4T,*c1ccc(-c2ccc(-c3sc(-c4c(C#N)c5c6nsnc6c(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s6)c(C#N)c5c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,0.37,0.18,-3.66,-5.48,*c1sc(-c2c(C#N)c3c4nsnc4c(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s4)c(C#N)c3c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1,PNNT4T,*c1ccc(-c2ccc(-c3sc(-c4c([N+](=O)[O-])c5c6nsnc6c(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s6)c([N+](=O)[O-])c5c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,0.17,0.04,-3.78,-5.4,*c1sc(-c2c([N+](=O)[O-])c3c4nsnc4c(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s4)c([N+](=O)[O-])c3c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1
10.1021/acsapm.8b00019,PCIBT,*c1ccc(-c2ccc(-c3cc4c(cc3Cl)/C(=C3\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c5cc(*)c(Cl)cc53)C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,1.7,0.38,-3.63,-5.54,*c1cc2c(cc1Cl)/C(=C1\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(*)c(Cl)cc31)C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1,PCITV,*c1ccc(/C=C/c2ccc(-c3cc4c(cc3Cl)/C(=C3\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c5cc(*)c(Cl)cc53)C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)s2)s1,1,0.0,1,0.39,0.1,-3.63,-5.35,*c1cc2c(cc1Cl)/C(=C1\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(*)c(Cl)cc31)C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC,*c1ccc(/C=C/c2ccc(*)s2)s1
